row,time,model,line,log_time,method,delta_seconds,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,log_output_tokens,input_cost,output_cost,cache_read_cost,cache_creation_cost,charged
210,2026-09-21T00:04:08.130177+08:00,claude-opus-5,4206,2026-09-20T16:04:05.292Z,model+4_token_fields+time,2.838177,2,431,246705,1279,431,0.000010,0.010775,0.123353,0.007994,0.142131
208,2026-09-21T00:04:27.916946+08:00,claude-opus-5,4210,2026-09-20T16:04:25.926Z,model+4_token_fields+time,1.990946,2,656,247984,831,656,0.000010,0.016400,0.123992,0.005194,0.145596
206,2026-09-21T00:04:47.336566+08:00,claude-opus-5,4214,2026-09-20T16:04:47.312Z,model+4_token_fields+time,0.024566,2,1566,248815,1818,1566,0.000010,0.039150,0.124408,0.011362,0.174930
204,2026-09-21T00:04:51.935847+08:00,claude-opus-5,4223,2026-09-20T16:04:51.911Z,model+4_token_fields+time,0.024847,2,130,250633,1667,130,0.000010,0.003250,0.125316,0.010419,0.138995
202,2026-09-21T00:05:03.504876+08:00,claude-opus-5,4226,2026-09-20T16:05:03.479Z,model+4_token_fields+time,0.025876,2,771,252300,523,771,0.000010,0.019275,0.126150,0.003269,0.148704
200,2026-09-21T00:05:08.88955+08:00,claude-opus-5,4229,2026-09-20T16:05:08.857Z,model+4_token_fields+time,0.03255,2,217,252823,872,217,0.000010,0.005425,0.126412,0.005450,0.137296
198,2026-09-21T00:05:13.79231+08:00,claude-opus-5,4232,2026-09-20T16:05:13.762Z,model+4_token_fields+time,0.03031,2,185,253695,944,185,0.000010,0.004625,0.126848,0.005900,0.137382
196,2026-09-21T00:05:21.004785+08:00,claude-opus-5,4235,2026-09-20T16:05:20.980Z,model+4_token_fields+time,0.024785,2,460,254639,615,460,0.000010,0.011500,0.127320,0.003844,0.142673
194,2026-09-21T00:05:35.166834+08:00,claude-opus-5,4238,2026-09-20T16:05:34.999Z,model+4_token_fields+time,0.167834,2,1193,255254,561,1193,0.000010,0.029825,0.127627,0.003506,0.160968
192,2026-09-21T00:05:41.752208+08:00,claude-opus-5,4247,2026-09-20T16:05:41.730Z,model+4_token_fields+time,0.022208,2,283,255815,1294,283,0.000010,0.007075,0.127908,0.008087,0.143080
190,2026-09-21T00:06:05.013396+08:00,claude-opus-5,4250,2026-09-20T16:06:04.982Z,model+4_token_fields+time,0.031396,2,1403,257109,369,1403,0.000010,0.035075,0.128554,0.002306,0.165946
189,2026-09-21T09:28:31.484483+08:00,claude-opus-5,4257,2026-09-21T01:28:28.170Z,model+4_token_fields+time,3.314483,2,778,0,258913,778,0.000010,0.019450,0.000000,1.618206,1.637666
186,2026-09-21T09:28:40.333845+08:00,claude-opus-5,4263,2026-09-21T01:28:40.296Z,model+4_token_fields+time,0.037845,2,195,258913,1545,195,0.000010,0.004875,0.129457,0.009656,0.143998
184,2026-09-21T09:28:46.103319+08:00,claude-opus-5,4272,2026-09-21T01:28:46.063Z,model+4_token_fields+time,0.040319,2,150,260458,531,150,0.000010,0.003750,0.130229,0.003319,0.137308
182,2026-09-21T09:28:51.763008+08:00,claude-opus-5,4275,2026-09-21T01:28:51.727Z,model+4_token_fields+time,0.036008,2,122,260989,1186,122,0.000010,0.003050,0.130495,0.007412,0.140967
180,2026-09-21T09:28:57.562966+08:00,claude-opus-5,4278,2026-09-21T01:28:57.527Z,model+4_token_fields+time,0.035966,2,186,262175,855,186,0.000010,0.004650,0.131087,0.005344,0.141091
178,2026-09-21T09:29:02.599162+08:00,claude-opus-5,4281,2026-09-21T01:29:02.565Z,model+4_token_fields+time,0.034162,2,121,263030,756,121,0.000010,0.003025,0.131515,0.004725,0.139275
176,2026-09-21T09:30:26.797253+08:00,claude-opus-5,4284,2026-09-21T01:29:25.566Z,model+4_token_fields+time,61.231253,2,6447,263786,1269,6447,0.000010,0.161175,0.131893,0.007931,0.301009
174,2026-09-21T09:30:33.169947+08:00,claude-opus-5,4295,2026-09-21T01:30:33.090Z,model+4_token_fields+time,0.079947,2,111,265055,6530,111,0.000010,0.002775,0.132527,0.040813,0.176125
172,2026-09-21T09:30:41.829787+08:00,claude-opus-5,4298,2026-09-21T01:30:41.791Z,model+4_token_fields+time,0.038787,2,429,271585,184,429,0.000010,0.010725,0.135793,0.001150,0.147677
170,2026-09-21T09:30:56.273239+08:00,claude-opus-5,4301,2026-09-21T01:30:56.222Z,model+4_token_fields+time,0.051239,2,701,271769,660,701,0.000010,0.017525,0.135884,0.004125,0.157545
169,2026-09-21T09:49:41.321413+08:00,claude-opus-5,4315,2026-09-21T01:49:39.547Z,model+4_token_fields+time,1.774413,2,399,0,294944,399,0.000010,0.009975,0.000000,1.843400,1.853385
167,2026-09-21T09:49:50.961183+08:00,claude-opus-5,4319,2026-09-21T01:49:49.007Z,model+4_token_fields+time,1.954183,2,415,294944,732,415,0.000010,0.010375,0.147472,0.004575,0.162432
165,2026-09-21T09:50:00.994658+08:00,claude-opus-5,4323,2026-09-21T01:50:00.227Z,model+4_token_fields+time,0.767658,2,429,295676,840,429,0.000010,0.010725,0.147838,0.005250,0.163823
163,2026-09-21T09:50:11.189903+08:00,claude-opus-5,4327,2026-09-21T01:50:10.207Z,model+4_token_fields+time,0.982903,2,453,296516,1243,453,0.000010,0.011325,0.148258,0.007769,0.167362
161,2026-09-21T09:50:27.983075+08:00,claude-opus-5,4331,2026-09-21T01:50:17.065Z,model+4_token_fields+time,10.918075,2,820,297759,1025,820,0.000010,0.020500,0.148879,0.006406,0.175796
159,2026-09-21T09:50:40.167649+08:00,claude-opus-5,4343,2026-09-21T01:50:40.111Z,model+4_token_fields+time,0.056649,2,613,298784,1137,613,0.000010,0.015325,0.149392,0.007106,0.171833
158,2026-09-21T09:50:46.626795+08:00,claude-opus-5,4351,2026-09-21T01:50:45.831Z,model+4_token_fields+time,0.795795,2,380,299921,960,380,0.000010,0.009500,0.149960,0.006000,0.165470
156,2026-09-21T09:50:56.097002+08:00,claude-opus-5,4355,2026-09-21T01:50:56.060Z,model+4_token_fields+time,0.037002,2,471,300881,1028,471,0.000010,0.011775,0.150441,0.006425,0.168651
155,2026-09-21T09:52:39.16869+08:00,claude-opus-5,4368,2026-09-21T01:52:37.070Z,model+4_token_fields+time,2.09869,2,530,301909,680,530,0.000010,0.013250,0.150954,0.004250,0.168464
153,2026-09-21T09:52:51.809609+08:00,claude-opus-5,4372,2026-09-21T01:52:51.776Z,model+4_token_fields+time,0.033609,2,622,302589,664,622,0.000010,0.015550,0.151294,0.004150,0.171005
151,2026-09-21T09:53:03.438564+08:00,claude-opus-5,4375,2026-09-21T01:53:03.409Z,model+4_token_fields+time,0.029564,2,469,303253,939,469,0.000010,0.011725,0.151626,0.005869,0.169230
149,2026-09-21T09:55:14.933106+08:00,claude-opus-5,4382,2026-09-21T01:55:10.012Z,model+4_token_fields+time,4.921106,2,936,304192,714,936,0.000010,0.023400,0.152096,0.004463,0.179969
147,2026-09-21T09:55:43.037946+08:00,claude-opus-5,4394,2026-09-21T01:55:40.761Z,model+4_token_fields+time,2.276946,2,1523,304906,1258,1523,0.000010,0.038075,0.152453,0.007862,0.198401
145,2026-09-21T09:55:59.004169+08:00,claude-opus-5,4398,2026-09-21T01:55:56.407Z,model+4_token_fields+time,2.597169,2,745,306164,1658,745,0.000010,0.018625,0.153082,0.010363,0.182080
143,2026-09-21T09:56:29.43734+08:00,claude-opus-5,4402,2026-09-21T01:56:15.782Z,model+4_token_fields+time,13.65534,2,1821,307822,1246,1821,0.000010,0.045525,0.153911,0.007788,0.207233
141,2026-09-21T09:56:43.860333+08:00,claude-opus-5,4407,2026-09-21T01:56:43.822Z,model+4_token_fields+time,0.038333,2,769,309068,2138,769,0.000010,0.019225,0.154534,0.013362,0.187132
140,2026-09-21T10:01:45.20403+08:00,claude-opus-5,4420,2026-09-21T02:01:44.035Z,model+4_token_fields+time,1.16903,2,270,311206,1159,270,0.000010,0.006750,0.155603,0.007244,0.169607
138,2026-09-21T10:02:03.036521+08:00,claude-opus-5,4430,2026-09-21T02:01:54.803Z,model+4_token_fields+time,8.233521,2,1340,312365,8432,1340,0.000010,0.033500,0.156183,0.052700,0.242393
136,2026-09-21T10:02:09.512344+08:00,claude-opus-5,4434,2026-09-21T02:02:09.485Z,model+4_token_fields+time,0.027344,2,188,320797,1822,188,0.000010,0.004700,0.160398,0.011388,0.176496
134,2026-09-21T10:02:31.664573+08:00,claude-opus-5,4437,2026-09-21T02:02:27.929Z,model+4_token_fields+time,3.735573,2,1488,322619,3420,1488,0.000010,0.037200,0.161309,0.021375,0.219894
132,2026-09-21T10:02:47.764826+08:00,claude-opus-5,4448,2026-09-21T02:02:45.524Z,model+4_token_fields+time,2.240826,2,352,326039,2148,352,0.000010,0.008800,0.163020,0.013425,0.185254
130,2026-09-21T10:02:57.041517+08:00,claude-opus-5,4452,2026-09-21T02:02:56.101Z,model+4_token_fields+time,0.940517,2,336,328187,656,336,0.000010,0.008400,0.164094,0.004100,0.176603
128,2026-09-21T10:03:02.393788+08:00,claude-opus-5,4456,2026-09-21T02:03:02.373Z,model+4_token_fields+time,0.020788,2,121,328843,549,121,0.000010,0.003025,0.164421,0.003431,0.170888
126,2026-09-21T10:03:14.449077+08:00,claude-opus-5,4459,2026-09-21T02:03:09.930Z,model+4_token_fields+time,4.519077,2,771,329392,938,771,0.000010,0.019275,0.164696,0.005862,0.189843
123,2026-09-21T10:03:27.009859+08:00,claude-opus-5,4472,2026-09-21T02:03:22.607Z,model+4_token_fields+time,4.402859,2,682,330330,2677,682,0.000010,0.017050,0.165165,0.016731,0.198956
120,2026-09-21T10:03:53.649885+08:00,claude-opus-5,4478,2026-09-21T02:03:46.779Z,model+4_token_fields+time,6.870885,2,1020,333007,1174,1020,0.000010,0.025500,0.166503,0.007338,0.199351
118,2026-09-21T10:04:02.942988+08:00,claude-opus-5,4482,2026-09-21T02:04:02.916Z,model+4_token_fields+time,0.026988,2,140,334181,1232,140,0.000010,0.003500,0.167091,0.007700,0.178301
116,2026-09-21T10:04:25.838405+08:00,claude-opus-5,4485,2026-09-21T02:04:25.808Z,model+4_token_fields+time,0.030405,2,1289,335413,192,1289,0.000010,0.032225,0.167707,0.001200,0.201142
115,2026-09-21T10:24:15.434611+08:00,claude-opus-5,4505,2026-09-21T02:24:12.047Z,model+4_token_fields+time,3.387611,2,518,0,358746,518,0.000010,0.012950,0.000000,2.242163,2.255123
111,2026-09-21T10:25:28.754065+08:00,claude-opus-5,4511,2026-09-21T02:24:37.895Z,model+4_token_fields+time,50.859065,2,5321,358746,2289,5321,0.000010,0.133025,0.179373,0.014306,0.326714
109,2026-09-21T10:25:42.430137+08:00,claude-opus-5,4522,2026-09-21T02:25:40.603Z,model+4_token_fields+time,1.827137,2,786,361035,5407,786,0.000010,0.019650,0.180517,0.033794,0.233971
107,2026-09-21T10:25:50.270887+08:00,claude-opus-5,4526,2026-09-21T02:25:50.246Z,model+4_token_fields+time,0.024887,2,280,366442,875,280,0.000010,0.007000,0.183221,0.005469,0.195700
105,2026-09-21T10:26:13.74708+08:00,claude-opus-5,4529,2026-09-21T02:26:13.716Z,model+4_token_fields+time,0.03108,2,320,367317,477,320,0.000010,0.008000,0.183659,0.002981,0.194650
103,2026-09-21T10:26:30.279528+08:00,claude-opus-5,4538,2026-09-21T02:26:22.974Z,model+4_token_fields+time,7.305528,2,1074,367794,451,1074,0.000010,0.026850,0.183897,0.002819,0.213576
101,2026-09-21T10:26:39.626661+08:00,claude-opus-5,4542,2026-09-21T02:26:39.596Z,model+4_token_fields+time,0.030661,2,413,368245,1163,413,0.000010,0.010325,0.184122,0.007269,0.201726
99,2026-09-21T10:26:57.781133+08:00,claude-opus-5,4545,2026-09-21T02:26:57.735Z,model+4_token_fields+time,0.046133,2,876,369408,568,876,0.000010,0.021900,0.184704,0.003550,0.210164
98,2026-09-21T10:32:49.34709+08:00,claude-opus-5,4558,2026-09-21T02:32:40.626Z,model+4_token_fields+time,8.72109,2,1152,0,371238,1152,0.000010,0.028800,0.000000,2.320238,2.349048
96,2026-09-21T10:33:08.363455+08:00,claude-opus-5,4562,2026-09-21T02:33:02.462Z,model+4_token_fields+time,5.901455,2,1157,371238,1585,1157,0.000010,0.028925,0.185619,0.009906,0.224460
94,2026-09-21T10:33:20.417007+08:00,claude-opus-5,4566,2026-09-21T02:33:16.032Z,model+4_token_fields+time,4.385007,2,656,372823,1348,656,0.000010,0.016400,0.186412,0.008425,0.211247
91,2026-09-21T10:33:31.845108+08:00,claude-opus-5,4572,2026-09-21T02:33:29.166Z,model+4_token_fields+time,2.679108,2,455,374171,2029,455,0.000010,0.011375,0.187085,0.012681,0.211152
89,2026-09-21T10:33:42.919671+08:00,claude-opus-5,4582,2026-09-21T02:33:40.398Z,model+4_token_fields+time,2.521671,2,641,376200,1431,641,0.000010,0.016025,0.188100,0.008944,0.213079
87,2026-09-21T10:34:00.116953+08:00,claude-opus-5,4586,2026-09-21T02:34:00.090Z,model+4_token_fields+time,0.026953,2,135,377631,836,135,0.000010,0.003375,0.188815,0.005225,0.197426
85,2026-09-21T10:34:17.110641+08:00,claude-opus-5,4589,2026-09-21T02:34:17.084Z,model+4_token_fields+time,0.026641,2,1025,378467,187,1025,0.000010,0.025625,0.189233,0.001169,0.216037
79,2026-09-21T10:48:33.937996+08:00,claude-opus-5,4596,2026-09-21T02:48:31.840Z,model+4_token_fields+time,2.097996,2,315,0,379731,315,0.000010,0.007875,0.000000,2.373319,2.381204
77,2026-09-21T10:48:42.745464+08:00,claude-opus-5,4606,2026-09-21T02:48:42.721Z,model+4_token_fields+time,0.024464,2,254,379731,773,254,0.000010,0.006350,0.189865,0.004831,0.201057
75,2026-09-21T10:49:07.832035+08:00,claude-opus-5,4609,2026-09-21T02:49:00.392Z,model+4_token_fields+time,7.440035,2,1740,380504,1236,1740,0.000010,0.043500,0.190252,0.007725,0.241487
73,2026-09-21T10:49:19.699027+08:00,claude-opus-5,4613,2026-09-21T02:49:18.079Z,model+4_token_fields+time,1.620027,2,504,381740,2211,504,0.000010,0.012600,0.190870,0.013819,0.217299
71,2026-09-21T10:49:28.08977+08:00,claude-opus-5,4617,2026-09-21T02:49:28.068Z,model+4_token_fields+time,0.02177,2,248,383951,1004,248,0.000010,0.006200,0.191975,0.006275,0.204460
69,2026-09-21T10:49:40.279869+08:00,claude-opus-5,4626,2026-09-21T02:49:40.254Z,model+4_token_fields+time,0.025869,2,380,384955,364,380,0.000010,0.009500,0.192477,0.002275,0.204263
67,2026-09-21T10:49:50.485559+08:00,claude-opus-5,4629,2026-09-21T02:49:47.583Z,model+4_token_fields+time,2.902559,2,514,385319,1395,514,0.000010,0.012850,0.192660,0.008719,0.214238
65,2026-09-21T10:50:22.38098+08:00,claude-opus-5,4633,2026-09-21T02:50:00.073Z,model+4_token_fields+time,22.30798,2,1967,386714,620,1967,0.000010,0.049175,0.193357,0.003875,0.246417
64,2026-09-21T10:52:48.454767+08:00,claude-opus-5,4647,2026-09-21T02:52:43.352Z,model+4_token_fields+time,5.102767,2,887,387334,1998,887,0.000010,0.022175,0.193667,0.012488,0.228340
62,2026-09-21T10:52:56.57892+08:00,claude-opus-5,4651,2026-09-21T02:52:56.550Z,model+4_token_fields+time,0.02892,2,424,389332,1031,424,0.000010,0.010600,0.194666,0.006444,0.211720
60,2026-09-21T10:53:26.662742+08:00,claude-opus-5,4654,2026-09-21T02:53:26.636Z,model+4_token_fields+time,0.026742,2,1908,390363,784,1908,0.000010,0.047700,0.195182,0.004900,0.247791
58,2026-09-21T10:53:33.494175+08:00,claude-opus-5,4657,2026-09-21T02:53:33.461Z,model+4_token_fields+time,0.033175,2,203,391147,2251,203,0.000010,0.005075,0.195574,0.014069,0.214727
56,2026-09-21T10:53:57.157327+08:00,claude-opus-5,4663,2026-09-21T02:53:54.674Z,model+4_token_fields+time,2.483327,2,578,393398,584,578,0.000010,0.014450,0.196699,0.003650,0.214809
54,2026-09-21T10:54:02.80515+08:00,claude-opus-5,4668,2026-09-21T02:54:02.788Z,model+4_token_fields+time,0.01715,2,148,393982,653,148,0.000010,0.003700,0.196991,0.004081,0.204782
52,2026-09-21T10:54:20.843674+08:00,claude-opus-5,4677,2026-09-21T02:54:15.585Z,model+4_token_fields+time,5.258674,2,1021,394635,657,1021,0.000010,0.025525,0.197318,0.004106,0.226959
50,2026-09-21T10:54:28.600302+08:00,claude-opus-5,4682,2026-09-21T02:54:28.573Z,model+4_token_fields+time,0.027302,2,304,395292,1233,304,0.000010,0.007600,0.197646,0.007706,0.212962
48,2026-09-21T10:54:37.95843+08:00,claude-opus-5,4685,2026-09-21T02:54:36.123Z,model+4_token_fields+time,1.83543,2,493,396525,848,493,0.000010,0.012325,0.198263,0.005300,0.215897
46,2026-09-21T10:54:56.194729+08:00,claude-opus-5,4689,2026-09-21T02:54:56.162Z,model+4_token_fields+time,0.032729,2,1012,397373,789,1012,0.000010,0.025300,0.198686,0.004931,0.228928
45,2026-09-21T10:56:20.506841+08:00,claude-opus-5,4702,2026-09-21T02:56:19.301Z,model+4_token_fields+time,1.205841,2,197,398162,1040,197,0.000010,0.004925,0.199081,0.006500,0.210516
43,2026-09-21T10:56:34.502827+08:00,claude-opus-5,4706,2026-09-21T02:56:34.475Z,model+4_token_fields+time,0.027827,2,161,399202,412,161,0.000010,0.004025,0.199601,0.002575,0.206211
41,2026-09-21T10:56:41.275952+08:00,claude-opus-5,4709,2026-09-21T02:56:41.267Z,model+4_token_fields+time,0.008952,2,148,399614,329,148,0.000010,0.003700,0.199807,0.002056,0.205573
39,2026-09-21T10:56:55.355392+08:00,claude-opus-5,4712,2026-09-21T02:56:55.332Z,model+4_token_fields+time,0.023392,2,669,399943,272,669,0.000010,0.016725,0.199971,0.001700,0.218407
37,2026-09-21T11:31:06.445678+08:00,claude-opus-5,4720,2026-09-21T03:31:02.732Z,model+4_token_fields+time,3.713678,2,560,0,400924,560,0.000010,0.014000,0.000000,2.505775,2.519785
35,2026-09-21T11:31:18.084304+08:00,claude-opus-5,4731,2026-09-21T03:31:16.219Z,model+4_token_fields+time,1.865304,2,469,400924,1328,469,0.000010,0.011725,0.200462,0.008300,0.220497
33,2026-09-21T11:31:23.594438+08:00,claude-opus-5,4735,2026-09-21T03:31:23.577Z,model+4_token_fields+time,0.017438,2,120,402252,556,120,0.000010,0.003000,0.201126,0.003475,0.207611
31,2026-09-21T11:31:43.735948+08:00,claude-opus-5,4738,2026-09-21T03:31:43.714Z,model+4_token_fields+time,0.021948,2,1050,402808,846,1050,0.000010,0.026250,0.201404,0.005287,0.232952
29,2026-09-21T11:43:49.825996+08:00,claude-opus-5,4752,2026-09-21T03:43:47.586Z,model+4_token_fields+time,2.239996,2,702,0,404762,702,0.000010,0.017550,0.000000,2.529762,2.547322
28,2026-09-21T11:45:09.463694+08:00,claude-opus-5,4756,2026-09-21T03:45:09.456Z,model+4_token_fields+time,0.007694,2,82,404762,858,82,0.000010,0.002050,0.202381,0.005363,0.209804
27,2026-09-21T11:45:16.63179+08:00,claude-opus-5,4759,2026-09-21T03:45:16.089Z,model+4_token_fields+time,0.54279,2,384,405620,237,384,0.000010,0.009600,0.202810,0.001481,0.213901
26,2026-09-21T11:45:25.129377+08:00,claude-opus-5,4763,2026-09-21T03:45:25.118Z,model+4_token_fields+time,0.011377,2,709,405857,1394,709,0.000010,0.017725,0.202929,0.008712,0.229376
25,2026-09-21T11:45:37.127063+08:00,claude-opus-5,4767,2026-09-21T03:45:37.111Z,model+4_token_fields+time,0.016063,2,837,407251,813,837,0.000010,0.020925,0.203625,0.005081,0.229642
24,2026-09-21T11:45:42.371199+08:00,claude-opus-5,4776,2026-09-21T03:45:42.364Z,model+4_token_fields+time,0.007199,2,330,408064,913,330,0.000010,0.008250,0.204032,0.005706,0.217998
23,2026-09-21T11:45:54.606171+08:00,claude-opus-5,4779,2026-09-21T03:45:54.590Z,model+4_token_fields+time,0.016171,2,687,408977,421,687,0.000010,0.017175,0.204488,0.002631,0.224305
22,2026-09-21T11:46:53.33808+08:00,claude-opus-5,4788,2026-09-21T03:46:52.338Z,model+4_token_fields+time,1.00008,2,273,409398,803,273,0.000010,0.006825,0.204699,0.005019,0.216553
21,2026-09-21T11:47:01.416477+08:00,claude-opus-5,4792,2026-09-21T03:47:01.405Z,model+4_token_fields+time,0.011477,2,437,410201,347,437,0.000010,0.010925,0.205100,0.002169,0.218204
20,2026-09-21T11:50:08.004192+08:00,claude-opus-5,4805,2026-09-21T03:50:05.259Z,model+4_token_fields+time,2.745192,2,569,410548,499,569,0.000010,0.014225,0.205274,0.003119,0.222628
18,2026-09-21T11:50:15.615675+08:00,claude-opus-5,4809,2026-09-21T03:50:15.597Z,model+4_token_fields+time,0.018675,2,93,411047,728,93,0.000010,0.002325,0.205523,0.004550,0.212409
16,2026-09-21T11:50:25.608623+08:00,claude-opus-5,4812,2026-09-21T03:50:22.991Z,model+4_token_fields+time,2.617623,2,439,411775,174,439,0.000010,0.010975,0.205888,0.001087,0.217960
